x1,x2,x3,x4,y
18.8,24.03,41.91,57.46,304.248444
53.33,55.9,108.32,59.09,419.6310869
11.45,12.34,24.32,27.92,160.1757812
57.77,40.33,97.87,16.22,260.0681337
44,45.81,90.09,53.51,384.0909502
32.39,14.09,47.01,37.49,229.7059124
24.05,43.92,68.36,53.88,331.4015168
22.2,10.8,32.34,22.09,151.3633762
39.73,32.11,71.97,23.75,230.192022
10.09,53.1,63.03,15.89,195.1259975
21.28,23.34,43.99,53.89,286.4513811
13.23,41.91,55,26.71,228.3426384
41.67,40.04,81.57,25.68,323.3213439
57.9,51.62,109.25,58.72,456.1047981
15.75,19.43,35.85,30.15,205.7364599
17.34,43.99,61.58,14.76,233.3696948
53.4,50.04,103.23,12.54,310.414284
58.3,18.93,76.9,44.39,296.3065823
37.23,19.62,56.51,28.38,221.9065683
32.08,30.92,63.08,33.31,252.5748106
54.92,33.31,87.73,27.32,288.0289887
19.92,25.39,45.63,46.87,246.9780992
36.18,42.07,78.43,36.8,287.507554
30.94,37.84,67.9,59.37,378.6045162
43.54,31.61,75.19,15.2,220.5355078
53.71,43.41,97.7,16.46,307.4282697
21.28,30.65,52.2,45.6,278.838911
13.12,38.75,52.17,57.66,383.7551584
57.34,50.62,108.27,49.74,417.4437907
38.86,41.02,78.91,17.45,253.9952441
49.57,49.08,97.88,33.68,340.6998033
45.71,30.75,76.34,26.28,273.8822334
42.31,20.1,62.78,27.53,224.5209514
33.15,43.68,76.36,45.03,342.4925189
14.23,11.6,26.33,19.91,131.7535423
17.06,57.38,74.19,39.93,309.1427785
50.43,52.59,103.2,34.92,362.4436549
54.06,11.78,66.46,50.65,316.8475206
31.64,33.08,63.91,52.76,303.6612443
13.28,38.41,51.66,17.26,177.552897
26.63,26.44,53.44,54.91,281.0622469
54.57,27.85,82.44,17.67,217.2141572
22.17,59.01,80.42,34.89,315.4546967
57.89,46.05,104.47,19.54,324.7204991
34.82,36.92,71.46,45.98,330.9274877
54.58,53.59,108.73,26.16,369.7940477
36.23,58.68,94.08,17.7,306.5165056
33.43,45.15,77.68,11.27,251.9030801
16.2,40.23,56.29,59.6,338.0471816
51.34,18.66,70.55,56.63,314.3760528
36.04,23.8,59.59,23.19,201.5639208
18.04,47.01,66,56.73,378.3690565
37.66,30.86,68.12,30.72,272.1966884
21.43,27.1,48.53,42.69,239.4414347
13.62,23.22,36.93,59.55,289.5660288
39.74,15.61,55.98,15.28,176.2258108
29.66,36.91,66.37,27.76,230.8950691
16.61,57.22,74.49,22.92,264.0021094
56.12,47.12,103.27,31.2,342.1705176
52.99,20.58,72.61,10.77,219.8744982
52.82,42.71,95.05,20.63,288.6357235
34.27,37.85,72.56,16.44,223.7718962
46.98,33.56,81.25,45.99,337.2995794
54.6,25.18,79.47,33.02,300.8779663
24.21,14.66,39.56,13.28,123.9703583
50.03,50.51,100.03,11.99,255.8403223
33.01,42.93,76.49,32.34,303.3016779
46.17,50.31,96.29,31.34,347.7527761
59.51,22.7,82.73,43.97,294.7509472
27.49,38.48,66.47,51.51,351.264499
33.85,35.48,69.68,52.71,351.0550842
23.5,16.26,39.25,46.43,288.0610918
30.13,39.59,69.61,54.83,357.4939907
29.52,40.83,70.79,42.3,326.8567091
37.22,29.17,66.99,42.8,304.1997804
42.61,59.1,102.19,23.67,345.9905036
27.65,38.9,65.56,55.17,363.0024984
40.76,46.29,87.84,42.33,410.0814921
34.91,44.9,80.28,14.82,242.0751115
53.54,34.32,87.67,28.38,335.9813165
40.54,29.79,70.47,11.85,198.7740162
14.65,36.01,51.62,21.3,205.853395
27.6,48.56,75.83,24.72,306.2084268
20.26,39.01,60.08,23.32,260.0877873
44.43,44.02,89.26,17.53,283.7284469
38.48,28.56,67.35,28.55,255.5624678
29.43,19.68,49.22,39.54,224.9351088
29.11,47.08,76.46,24.42,255.7657523
35.88,39.82,76.36,13.45,248.2765189
21.43,10.13,31.73,40.16,192.7790595
16.12,24.63,40.7,44.35,207.1191827
39.44,15.16,55.53,23.53,206.8000088
48.93,45.53,94.86,34,330.8843002
56.04,37.16,92.48,33.74,334.4884207
50.8,12.82,63.93,33.87,242.6320658
52.26,21.22,72.92,53.19,319.9843087
42.57,24.64,67.26,15.38,220.3017432
27.24,51.67,79.02,51.21,346.4779753
25.69,13.67,39.07,55.59,274.416738
19.45,12.31,31.98,13.79,134.5748535
44.74,12.7,57.27,47.08,255.0324581
16.3,52.62,68.78,54.6,362.192685
31.69,53.87,85.3,47.38,361.0965887
30.43,29.92,60.76,20.6,207.2361765
46.78,12.03,58.61,43.28,267.4385356
33.08,17.73,50.26,29.52,168.2154824
55.07,30.62,86.31,33.66,286.6436673
30.17,49.14,78.49,32.6,261.2564629
48.36,51.17,98.84,46.34,429.6968193
20.5,39.31,59.67,25.38,215.0603599
21.28,36.61,58.15,22.16,227.3157745
25.26,17.8,43.16,47.69,256.4227609
49.15,45.85,95.86,31.37,323.5036394
45.67,25.32,71.28,29.18,271.7394513
10.47,52.44,62.18,53.4,324.2979324
50.4,30.74,81.85,46.8,312.3660915
29.08,51.21,80.45,18.86,239.3711168
24.27,32.42,56.92,40.46,228.834084
51.93,52.87,105.12,28.21,355.647464
15.74,51.9,68.46,38.03,285.9869671
25.36,21.18,46.97,51.94,255.0043992
23.1,30.9,53.38,49.49,293.2860614
42.22,35.23,78.41,20.07,275.0324866
18.75,20.02,38.69,46.91,246.5081504
29.14,38.31,67.44,40.79,278.6304246
13.74,54.2,68.51,56.36,324.4374787
30.12,10.67,40.64,29.81,142.9305339
32.98,50.24,82.81,52.72,348.7690807
17.42,52.44,70,11.88,212.425581
25.72,52.32,77.27,47.61,342.3333316
57.2,36.73,93.47,47.52,350.5001031
56.73,52.08,107.81,30.44,360.9380072
40.91,27.15,67.53,25.56,260.1875897
31.92,13.28,45.08,37.85,220.6867158
31.8,47.97,79.34,46.9,350.0400106
55.37,34.21,89.65,18.69,247.2627993
10.8,58.57,70.04,49.4,338.9980353
54.78,44.93,100.49,59.06,416.9283153
13.42,43.8,57.88,25.8,235.8392303
30.3,58.96,89.01,51.47,420.9502347
34.31,18.25,52.13,24.46,180.1302269
22.94,41.57,65.43,24.46,231.3140834
30.92,44.54,76.38,37.72,310.8225588
12.1,44.38,56.57,48.95,277.4699188
54.71,19.69,73.66,13.21,158.6413106
26.09,29.97,55.26,35.9,274.3113281
50.04,22.79,71.85,18.48,204.9976101
57.6,26.76,83.4,56.77,365.7609783
41.76,57.61,99.16,27.01,337.4734881
19.4,42.39,61.95,31.34,241.9135164
48.76,52.53,102.07,42.97,392.4588291
41.72,48.09,90.63,54.58,387.0938478
59.67,43.51,104.13,50.57,386.7584548
25.46,46.79,72.88,26.89,279.5223974
56.57,41.52,97.94,42.98,381.9221702
57.29,21.4,78.33,13.42,202.7154684
20.1,30.75,51.01,59.65,300.6780972
39.53,48.11,87.36,15.21,234.4389609
29.27,55.79,85.04,23.06,321.5384736
32.47,24.64,56.84,39.86,257.9215289
45.03,33.97,78.3,52.42,344.6441237
48.56,38.78,86.87,28.47,275.3102011
45.3,30.87,76.28,34.59,272.1714505
36.27,49.74,86.86,49.73,384.127557
29.55,22.48,52.29,44.61,286.8904248
54.2,31.16,85.5,36.68,353.7043904
53.29,49.12,101.74,39.1,358.954129
47.51,16.83,63.75,11.6,205.5139302
46.26,38.97,84.86,24.88,328.4429893
59.91,42.65,103.45,56.45,456.2022988
39,41.89,80.18,43.66,344.0674295
48.85,13.37,63.21,11.5,174.5129597
30.77,12.93,44.38,18.61,150.3725891
21.99,15.73,38.41,40.71,150.5948399
51.34,42.44,94.78,32.56,321.2297492
32.75,13.37,46.64,18.5,158.4555556
37.81,36.91,74.2,37.15,305.6038145
56.93,54.53,112.37,23.49,293.1230041
52.35,11.86,64.65,19.38,200.9140804
34.67,48.87,84.4,10.18,285.7057196
47.92,53.37,101.89,41.83,355.826079
46.75,41.95,88.85,20.5,265.7766063
19.12,19.82,39.82,46.76,223.9000086
24.45,43.88,69.15,16.5,212.0862249
44.65,15.5,60.67,36.03,236.3938819
11.49,13.54,25.57,57.7,245.7721626
41.03,23.14,63.86,43.96,298.3295215
23.84,38.5,63.33,30.21,238.1543949
12.27,23.05,34.68,54.59,232.4066612
31.93,49.06,81.7,16.07,292.5265528
55.27,41.72,96.58,25.33,332.9949736
34.04,52.05,86.95,42.56,376.8218046
23.9,12.22,35.38,50.03,233.7961276
13.67,41.74,54.67,58.52,313.8308204
35.75,32.41,68.54,33.45,271.9744332
46.99,47.5,93.98,14.51,285.1972821
53.07,27.72,80.83,16.11,229.7699276
59.75,38.17,98.07,56.31,408.8920794
28.36,49.76,78.63,53.41,398.1719284
29.05,51.19,79.85,28.77,272.1061008
51.65,21.75,73.33,17.84,248.5043645
37.11,33.23,70.42,51.09,283.5060883
42.66,31.6,74.17,34.13,289.3609587
56.28,47.67,104.16,52.87,427.7791811
40.69,43.15,84.62,28.27,290.3614996
46.19,49.66,95.69,31.63,325.0381261
25.58,24.1,48.99,12.41,140.6347964
21.83,15.31,37.49,58.62,285.8772183
34.16,42.88,78.01,59.54,342.2133439
58.41,12.11,70.14,29.03,241.8607833
38.58,54.11,91.7,59.2,407.7159133
27.69,36.18,64.37,16.24,194.3150281
18.39,18.36,36.22,15.81,137.262556
23.26,37.31,60.36,24.3,214.1903376
35.41,12.49,48.63,37.26,237.6152914
15.54,25.24,41.24,41.29,256.008452
49.06,40.87,89.55,20.93,305.5517191
28.65,53.19,81.3,44.19,362.8463459
42.73,17.22,59.21,42.68,312.0011104
15.05,59.38,74.7,32.89,337.7305537
41.35,10.59,51.21,56.75,308.468881
56.58,44.4,100.16,38.86,388.8958339
43.62,59.86,103.1,37.73,368.5524398
30.95,59.55,91.31,27.26,329.9185188
35.98,34.57,71.23,38.13,298.7349565
58.43,10.55,69.42,29.41,210.9325986
43.47,42.93,85.9,34.95,307.1362148
15.42,50.42,66.47,43.35,347.9324742
24.42,26.34,50.64,17.93,165.1977038
14.52,33.93,49.15,44.95,261.8347559
38.47,17.54,56.7,40.88,253.8477179
55.61,23.96,80.2,19.37,282.893933
34.14,10.93,44.16,13.14,117.3748283
39.2,59.22,98.95,23.89,339.5826491
31.54,55.32,86.05,30.19,300.7605872
57,10.2,66.29,49.19,294.1560005
39.79,40.88,79.88,41.59,322.5529576
54.4,23.03,76.86,19.23,215.5410691
41.41,31.81,73.84,34.89,316.1877924
31.61,12.3,43.94,30.87,167.8225835
49.67,15.26,65.56,20.93,192.9660781
39.26,59.7,98.45,50.12,385.5203171
19.51,38.47,57.96,36.7,249.8381561
10.32,51.72,61.86,17.75,219.5209027
51.25,26.54,76.97,36.03,298.6409441
37.31,37.05,74.2,50.51,368.9242122
28.9,24.8,52.72,36.37,252.9957065
30.57,15.54,45.73,49.1,262.7997381
10.12,29.44,39.57,48.39,241.3786477
58.59,41.42,99.36,50.28,364.6575832
43.64,52.68,96.9,36.01,347.4688396
54.49,18.24,72.8,52.63,314.0704893
58.15,54.48,112.95,40.42,417.3519731
43.25,44.73,87.49,21.93,288.0417985
11.19,48.53,59.11,42.56,287.6790673
48.95,57.02,106.12,36.37,370.615607
28.4,36.61,64.28,49.32,326.2649847
46.33,21.46,67.83,58.6,342.9845493
59.01,57.68,117.41,43.28,460.5457479
46.65,58.85,105.19,46.72,401.6746081
17.3,18.27,35.21,58.58,282.2254372
38.22,21.62,59.93,28.1,233.8075347
43.37,33.2,76.55,50,304.5807972
32.58,45.74,78.97,14.66,262.0456585
27.48,31.99,58.68,18.19,190.4482857
59.65,27.13,87.76,32.42,289.9972788
48.49,22.12,69.62,53.41,324.8596113
28.13,32.14,61.12,20.13,249.4433341
13.95,24.07,37.26,18.02,158.7635085
41.5,18.57,60.69,39.36,285.4114878
12.81,24.44,37.42,41.16,228.2143742
32.18,12.28,45.05,24.08,172.0823236
43.33,11.16,54.06,27.14,205.1004636
21.12,57.81,78.62,33.73,293.8818317
35.79,19.13,55.5,34.27,246.9995688
12.97,27.84,40.33,18.15,179.2357481
51.58,12.2,63.98,18.82,224.3554525
20.02,18.34,38.35,46.74,238.6905378
33.1,22.04,55.55,57.53,312.795569
54.23,13.24,67.57,37.86,235.1680054
41.72,46.52,88.7,11.95,257.3094318
24.37,27.84,52.51,14.49,188.9792264
48.37,12.2,60.12,26.35,198.077653
58.85,58.21,116.89,10.45,333.0535892
36.44,28.54,64.73,30.75,267.6087396
25.41,53.32,79.07,32.96,264.4012119
20.93,25.95,47.72,31.11,232.1696928
14.4,34.53,48.64,34.89,211.0171435
40.74,52.26,92.6,11.78,237.7020332
28.74,28.96,56.8,24.79,215.0461648
23.04,52.82,74.96,32.77,287.3061456
44.33,43.78,87.72,20.08,271.5465127
30.03,42.79,72.98,32.78,279.4416202
10.83,46.67,58.33,14.08,171.9840073
53.7,52.85,106.28,31.12,319.0906015
36.39,25.42,61.42,24.64,237.4861719
12.57,19.97,32.61,11.36,134.6069787
36.53,53.67,90.04,56.09,413.0539617
36.64,44.17,81.74,35.86,331.7816511
35.62,22.22,58.63,14.45,190.5461632
25.56,39.06,63.83,38.09,244.1636806
56.69,27.82,84.45,49.7,361.7882292
25.51,35.37,61.38,34.27,252.9047963
29.59,51.42,80.9,37.73,339.2947818
30.48,59.12,90.22,18.68,277.0369156
53.19,23.85,76.84,49.83,340.0961529
18.37,51.36,70.72,28.2,274.4053754
38.87,41,80.42,45.92,359.6329919
31.69,41.6,73.66,16.69,222.5048842
17.46,50.69,67.83,21.03,250.20699
14.38,53.79,67.31,37.47,304.6491013
43.98,47.58,92.29,15.43,282.5589757
24.5,14.3,38.37,15.07,127.4101648
28.31,30.4,59.22,55.57,318.3816886
38.35,49.17,88.46,56.65,375.2945256
17.69,14.16,31.67,14.06,87.02353614
16.91,31.51,47.59,11.58,145.0681064
53.54,54.56,108.26,51.09,430.3225252
34.13,32.27,67.02,14.97,212.0069696
29.8,39.77,70.53,43.42,331.1232563
28.58,23.23,52.04,45.49,247.0073282
39.37,28.74,67.33,12.31,195.0500885
53.01,41.41,93.97,41.26,352.7533384
17.31,26.36,43.3,26.76,202.3973102
35.21,21.83,57.88,13.42,192.0670502
17.19,19.94,37.79,13.08,167.0696958
56.65,59.39,115.81,36.92,395.9385477
46.85,22.04,67.98,28.13,218.0463515
27.71,48.87,76.63,21.03,280.8483814
41.79,58.5,100.78,55.86,434.564264
43.08,18.37,60.48,46.04,245.5070647
19.54,11.04,30.4,59.25,283.8563893
19.55,16.89,37.25,40.61,185.9260483
27.19,15.16,42.61,49.66,279.5883341
48.15,29.94,77.77,57.85,362.3970796
21.38,21.02,43.11,19.86,206.7577032
10.37,53.47,63.47,35.59,296.3040802
24.7,47.78,71.49,21.22,267.4020803
15.29,50.59,66.59,50.15,344.8411434
13.3,13.61,26.72,56.58,227.3711752
36.02,56.6,91.91,43.58,370.1253696
24.05,39.18,63.99,21.35,232.0583161
49.7,38.37,88.43,20.55,282.3311532
18.06,24.68,41.95,10.44,109.8529399
46.24,25.58,72.56,20.16,227.2005664
16.77,10.33,27.19,55.23,230.8418283
36.24,14.51,51.36,56.03,301.2258196
34.28,28.25,62.17,41.35,274.5558537
51.59,36.77,89.27,11.6,270.28229
51.65,46.5,97.89,34.01,310.1682969
44.11,23.59,68.64,33.79,310.0869656
52.25,34.23,86.68,56.5,376.9571769
56.32,31.61,88.23,52.38,383.3988877
16.14,37.79,53.28,44.85,238.1004772
21.07,47.04,68.93,52.58,339.3263693
57.72,54.85,112.32,13.77,315.435985
31.28,15.98,48.05,39.7,222.6389627
17.16,15.22,33.08,35.35,185.1525085
33.53,37.54,70.28,23.2,252.3586447
15.62,39.67,55.65,43.68,262.5693876
